person_id,bank_account_number,bank,person_age,person_education,person_gender,person_marital_status,person_occupation
p042286,A043310,2793615,19,high school,female,single,9
p042287,A043311,2793615,65,high school,female,married,blue-collar worker
p042288,A043312,2793615,37,associate degree,male,married,business owner
p042289,A043313,3714628,50,associate degree,male,2,other
p042290,A043314,4175902,22,associate degree,male,single,blue-collar worker
p042291,A043315,1527806,58,bachelor's degree,female,married,other
p042292,A043316,2793615,35,high school,male,2,retired
p042293,A043317,3468205,71,graduate degree or higher,female,married,9
p042294,A043318,2793615,28,below high school,female,single,white-collar worker
p042295,A043319,3714628,45,associate degree,male,married,freelancer
p042296,A043320,2046713,19,below high school,female,single,student
p042297,A043321,1739462,52,bachelor's degree,female,2,8
p042298,A043322,1739462,31,bachelor's degree,male,married,business owner
p042299,A043323,3071954,66,high school,male,married,unemployed
p042300,A043328,2198345,24,associate degree,female,single,other
p042301,A043329,1047286,56,bachelor's degree,male,married,business owner
p042302,A043330,2793615,32,associate degree,female,married,blue-collar worker
p042303,A043331,3295718,68,high school,male,2,9
p042304,A043332,5039472,19,below high school,female,single,white-collar worker
p042305,A043333,2198345,45,graduate degree or higher,male,married,retired
p042306,A043334,3468205,29,high school,male,single,student
p042307,A043335,4175902,61,associate degree,female,married,8
p042308,A043336,5472906,37,bachelor's degree,female,2,freelancer
p042309,A043337,1265934,22,associate degree,male,single,unemployed
p042310,A043338,4871609,27,associate degree,male,single,other
p042311,A043339,4528071,58,high school,female,married,white-collar worker
p042312,A043340,5286314,42,bachelor's degree,male,2,business owner
p042313,A043341,1872056,22,below high school,female,single,student
p042314,A043342,3581974,35,associate degree,female,married,unemployed
p042315,A043343,3581974,71,associate degree,male,married,9
p042316,A043344,1872056,31,graduate degree or higher,male,single,freelancer
p042317,A043345,2046713,48,high school,female,married,8
p042318,A043346,1739462,24,high school,female,single,blue-collar worker
p042319,A043347,3862507,65,bachelor's degree,male,2,retired
p042320,A043348,5286314,22,below high school,male,single,student
p042321,A043349,1398427,45,bachelor's degree,female,married,retired
p042322,A043350,3581974,67,high school,male,2,blue-collar worker
p042323,A043351,1398427,29,associate degree,female,single,8
p042324,A043352,5472906,38,graduate degree or higher,male,married,white-collar worker
p042325,A043353,1398427,55,associate degree,female,married,business owner
p042326,A043354,3468205,19,below high school,female,single,other
p042327,A043355,5472906,31,high school,male,single,freelancer
p042328,A043356,4528071,61,bachelor's degree,female,2,unemployed
p042329,A043357,2367901,26,associate degree,male,single,9
p042330,A043358,2367901,56,associate degree,male,married,white-collar worker
p042331,A043359,1265934,22,below high school,female,single,other
p042332,A043360,4693725,38,bachelor's degree,female,married,freelancer
p042333,A043361,2947806,72,high school,male,2,8
p042334,A043362,3581974,29,graduate degree or higher,male,single,retired
p042335,A043363,4381267,44,associate degree,female,married,9
p042336,A043364,3468205,19,below high school,male,single,blue-collar worker
p042337,A043365,2486137,61,high school,female,married,business owner
p042338,A043366,5286314,33,bachelor's degree,female,2,unemployed
p042339,A043367,1265934,50,associate degree,male,married,student
p042340,A043368,1872056,24,associate degree,female,single,8
p042341,A043369,5286314,52,bachelor's degree,male,married,retired
p042342,A043370,2046713,67,below high school,female,2,student
p042343,A043371,1398427,31,graduate degree or higher,male,married,unemployed
p042344,A043372,1047286,19,high school,male,single,blue-collar worker
p042345,A043373,2486137,45,high school,female,married,white-collar worker
p042346,A043374,5286314,38,associate degree,female,married,business owner
p042347,A043375,4175902,28,associate degree,male,single,freelancer
p042348,A043376,2486137,60,bachelor's degree,male,married,other
p042349,A043377,2947806,22,below high school,female,single,9
p042350,A043378,3186407,22,associate degree,male,single,blue-collar worker
p042351,A043379,3581974,48,bachelor's degree,female,married,other
p042352,A043380,4381267,67,high school,male,2,8
p042353,A043381,4027316,35,associate degree,female,married,retired
p042354,A043382,2198345,29,graduate degree or higher,male,single,white-collar worker
p042355,A043383,3295718,55,below high school,female,2,9
p042356,A043384,2486137,41,bachelor's degree,female,married,freelancer
p042357,A043385,2486137,19,below high school,male,single,student
p042358,A043386,2046713,60,associate degree,male,married,unemployed
p042359,A043387,3071954,31,high school,female,single,business owner
p042360,A043388,1047286,24,high school,male,single,white-collar worker
p042361,A043389,5039472,45,bachelor's degree,female,married,business owner
p042362,A043390,2486137,67,associate degree,male,2,8
p042363,A043391,3581974,31,graduate degree or higher,female,single,retired
p042364,A043392,1739462,52,bachelor's degree,female,married,9
p042365,A043393,4871609,19,below high school,male,single,blue-collar worker
p042366,A043394,1527806,38,bachelor's degree,female,married,unemployed
p042367,A043395,5472906,29,associate degree,male,single,freelancer
p042368,A043396,1872056,61,associate degree,male,married,other
p042369,A043397,1739462,41,high school,female,2,student
p042370,A043398,3714628,22,high school,female,single,white-collar worker
p042371,A043399,1872056,45,bachelor's degree,male,married,unemployed
p042372,A043400,3071954,67,associate degree,female,2,8
p042373,A043401,5039472,31,below high school,male,single,freelancer
p042374,A043402,2367901,52,graduate degree or higher,female,married,retired
p042375,A043403,3295718,28,associate degree,female,single,business owner
p042376,A043404,3186407,39,associate degree,male,married,blue-collar worker
p042377,A043405,3468205,60,high school,male,2,student
p042378,A043406,3581974,24,bachelor's degree,male,single,9
p042379,A043407,4175902,48,graduate degree or higher,female,married,other
p042380,A043408,5039472,23,associate degree,female,single,student
p042381,A043409,2367901,45,associate degree,male,married,retired
p042382,A043410,4381267,67,below high school,female,2,8
p042383,A043411,3295718,29,bachelor's degree,male,married,blue-collar worker
p042384,A043412,3186407,52,graduate degree or higher,female,married,other
p042385,A043413,4871609,19,high school,female,single,white-collar worker
p042386,A043414,5472906,38,associate degree,male,married,freelancer
p042387,A043415,1265934,31,bachelor's degree,female,single,9
p042388,A043416,3714628,60,high school,male,2,business owner
p042389,A043417,2486137,26,associate degree,male,single,unemployed
p042390,A043418,5039472,22,associate degree,male,single,white-collar worker
p042391,A043419,2046713,67,high school,female,2,blue-collar worker
p042392,A043420,5286314,45,bachelor's degree,female,married,business owner
p042393,A043421,5472906,31,graduate degree or higher,male,married,freelancer
p042394,A043422,1527806,58,below high school,female,married,8
p042395,A043423,3714628,24,associate degree,male,single,student
p042396,A043424,2657408,50,associate degree,female,married,other
p042397,A043425,4175902,38,associate degree,male,married,retired
p042398,A043426,5472906,19,below high school,female,single,white-collar worker
p042399,A043427,5472906,72,high school,male,2,blue-collar worker
p042400,A043432,2793615,22,below high school,male,single,student
p042401,A043433,4381267,45,associate degree,female,married,freelancer
p042402,A043434,2046713,68,high school,male,2,other
p042403,A043435,4175902,31,bachelor's degree,female,married,retired
p042404,A043436,2793615,19,associate degree,male,single,8
p042405,A043437,3862507,58,graduate degree or higher,female,married,blue-collar worker
p042406,A043438,2657408,36,high school,male,married,white-collar worker
p042407,A043439,3714628,27,associate degree,female,single,unemployed
p042408,A043440,3071954,74,below high school,male,single,9
p042409,A043441,2793615,41,bachelor's degree,female,2,business owner
p042410,A043442,2793615,23,associate degree,female,single,other
p042411,A043443,3295718,52,bachelor's degree,male,married,blue-collar worker
p042412,A043444,2657408,68,graduate degree or higher,female,2,9
p042413,A043445,3581974,31,associate degree,male,married,retired
p042414,A043446,3862507,44,high school,female,married,white-collar worker
p042415,A043447,2046713,19,below high school,male,single,student
p042416,A043448,3295718,60,associate degree,male,married,freelancer
p042417,A043449,1398427,27,bachelor's degree,female,single,8
p042418,A043450,1683509,36,associate degree,female,2,business owner
p042419,A043451,1398427,75,high school,male,married,unemployed
p042420,A043452,4027316,22,associate degree,male,single,other
p042421,A043453,2657408,58,bachelor's degree,female,married,unemployed
p042422,A043454,5039472,34,associate degree,male,married,blue-collar worker
p042423,A043455,4381267,19,below high school,female,single,9
p042424,A043456,3186407,47,high school,male,2,student
p042425,A043457,2657408,65,associate degree,female,married,8
p042426,A043458,1398427,29,bachelor's degree,male,single,business owner
p042427,A043459,4175902,41,graduate degree or higher,female,married,white-collar worker
p042428,A043460,3295718,26,associate degree,male,single,freelancer
p042429,A043461,4027316,71,below high school,female,2,retired
p042430,A043462,3581974,22,associate degree,male,single,other
p042431,A043463,3468205,47,bachelor's degree,female,married,freelancer
p042432,A043464,3071954,68,high school,male,2,9
p042433,A043465,3468205,31,below high school,female,single,white-collar worker
p042434,A043466,1398427,55,graduate degree or higher,female,married,retired
p042435,A043467,5286314,29,associate degree,male,married,business owner
p042436,A043468,1398427,19,below high school,female,single,student
p042437,A043469,1872056,40,high school,male,married,blue-collar worker
p042438,A043470,2367901,62,bachelor's degree,female,2,unemployed
p042439,A043471,2657408,33,associate degree,male,single,8
p042440,A043472,5472906,22,associate degree,male,single,white-collar worker
p042441,A043473,3862507,48,bachelor's degree,female,married,8
p042442,A043474,4027316,67,high school,male,2,student
p042443,A043475,3714628,31,associate degree,female,single,retired
p042444,A043476,4528071,55,graduate degree or higher,female,married,9
p042445,A043477,4528071,26,bachelor's degree,male,single,freelancer
p042446,A043478,1527806,39,associate degree,male,married,unemployed
p042447,A043479,3468205,72,below high school,female,married,student
p042448,A043480,4381267,29,associate degree,female,single,blue-collar worker
p042449,A043481,2198345,44,bachelor's degree,male,2,other
p042450,A043482,3468205,24,associate degree,male,single,8
p042451,A043483,2046713,52,bachelor's degree,female,married,freelancer
p042452,A043484,2486137,68,high school,male,2,unemployed
p042453,A043485,4381267,31,associate degree,female,married,white-collar worker
p042454,A043486,3295718,19,below high school,female,single,9
p042455,A043487,4528071,44,graduate degree or higher,male,married,retired
p042456,A043488,2947806,27,associate degree,male,single,blue-collar worker
p042457,A043489,4027316,60,high school,female,married,student
p042458,A043490,1739462,36,bachelor's degree,female,2,business owner
p042459,A043491,3186407,75,below high school,male,2,other
p042460,A043492,4381267,22,associate degree,male,single,white-collar worker
p042461,A043493,3071954,48,bachelor's degree,female,married,8
p042462,A043494,1683509,67,associate degree,female,2,9
p042463,A043495,2367901,31,bachelor's degree,male,married,retired
p042464,A043496,1527806,19,below high school,female,single,blue-collar worker
p042465,A043497,2367901,55,graduate degree or higher,male,married,business owner
p042466,A043498,4175902,38,bachelor's degree,female,married,unemployed
p042467,A043499,2793615,27,high school,male,single,freelancer
p042468,A043500,1398427,60,high school,female,2,student
p042469,A043501,2486137,42,associate degree,male,married,other
p042470,A043502,3862507,42,bachelor's degree,female,married,other
p042471,A043503,3071954,23,associate degree,male,single,white-collar worker
p042472,A043504,4871609,68,graduate degree or higher,female,2,9
p042473,A043505,3714628,31,associate degree,male,married,freelancer
p042474,A043506,3581974,56,high school,female,married,retired
p042475,A043507,4871609,19,below high school,male,single,student
p042476,A043508,3862507,37,bachelor's degree,female,2,blue-collar worker
p042477,A043509,1527806,48,graduate degree or higher,male,married,8
p042478,A043510,2486137,29,associate degree,female,single,business owner
p042479,A043511,2198345,61,high school,male,married,unemployed
p042480,A043512,2367901,62,associate degree,female,married,blue-collar worker
p042481,A043513,2046713,24,associate degree,male,single,other
p042482,A043514,5286314,45,bachelor's degree,female,2,business owner
p042483,A043515,1527806,33,below high school,male,married,student
p042484,A043516,1683509,71,high school,female,married,9
p042485,A043517,2657408,22,associate degree,male,single,white-collar worker
p042486,A043518,3714628,56,graduate degree or higher,female,2,retired
p042487,A043519,3071954,39,bachelor's degree,male,married,8
p042488,A043520,2793615,28,associate degree,female,single,freelancer
p042489,A043521,2793615,48,high school,male,married,unemployed
p042490,A043522,2486137,24,associate degree,male,single,blue-collar worker
p042491,A043523,2947806,52,bachelor's degree,female,married,business owner
p042492,A043524,1872056,68,high school,male,2,unemployed
p042493,A043525,2947806,31,graduate degree or higher,female,single,8
p042494,A043526,3295718,45,associate degree,male,married,9
p042495,A043527,2367901,19,below high school,female,single,student
p042496,A043528,1527806,37,bachelor's degree,female,married,retired
p042497,A043529,3468205,61,associate degree,male,married,other
p042498,A043530,2657408,29,graduate degree or higher,male,single,freelancer
p042499,A043531,2367901,56,high school,female,2,white-collar worker
p042500,A043536,1398427,22,associate degree,male,single,unemployed
p042501,A043537,5472906,67,high school,female,married,8
p042502,A043538,5286314,35,bachelor's degree,female,married,freelancer
p042503,A043539,4175902,52,graduate degree or higher,male,2,blue-collar worker
p042504,A043540,4381267,19,below high school,female,single,9
p042505,A043541,2367901,41,associate degree,male,married,retired
p042506,A043542,3862507,28,high school,female,single,white-collar worker
p042507,A043543,3581974,74,associate degree,female,married,other
p042508,A043544,2046713,31,bachelor's degree,male,2,business owner
p042509,A043545,1047286,45,associate degree,female,married,student
p042510,A043546,5472906,24,associate degree,male,single,white-collar worker
p042511,A043547,1398427,52,bachelor's degree,female,married,other
p042512,A043548,3468205,67,graduate degree or higher,male,2,9
p042513,A043549,4381267,33,associate degree,female,married,business owner
p042514,A043550,3186407,19,below high school,male,single,student
p042515,A043551,2657408,45,high school,female,married,retired
p042516,A043552,4381267,29,bachelor's degree,female,single,freelancer
p042517,A043553,1872056,58,associate degree,male,married,blue-collar worker
p042518,A043554,3714628,38,high school,male,2,unemployed
p042519,A043555,2367901,71,below high school,female,married,8
p042520,A043556,4528071,23,associate degree,male,single,other
p042521,A043557,1739462,52,bachelor's degree,female,married,blue-collar worker
p042522,A043558,2486137,68,high school,male,2,9
p042523,A043559,2046713,31,associate degree,female,married,retired
p042524,A043560,3468205,19,below high school,male,single,student
p042525,A043561,1047286,45,associate degree,female,married,white-collar worker
p042526,A043562,2486137,60,graduate degree or higher,male,married,business owner
p042527,A043563,1398427,28,bachelor's degree,female,single,8
p042528,A043564,3186407,37,high school,male,2,freelancer
p042529,A043565,3295718,73,associate degree,female,2,unemployed
p042530,A043566,2657408,68,associate degree,male,married,8
p042531,A043567,2793615,22,high school,female,single,business owner
p042532,A043568,3468205,45,bachelor's degree,male,2,white-collar worker
p042533,A043569,5286314,31,associate degree,female,married,unemployed
p042534,A043570,1683509,53,graduate degree or higher,female,married,9
p042535,A043571,4871609,26,associate degree,male,single,blue-collar worker
p042536,A043572,4871609,39,bachelor's degree,female,married,freelancer
p042537,A043573,4693725,60,below high school,male,married,other
p042538,A043574,2367901,29,associate degree,male,single,retired
p042539,A043575,4381267,72,high school,female,2,student
p042540,A043576,2657408,22,associate degree,female,single,blue-collar worker
p042541,A043577,2947806,67,graduate degree or higher,male,2,9
p042542,A043578,2367901,35,associate degree,male,married,retired
p042543,A043579,2486137,48,bachelor's degree,female,married,other
p042544,A043580,4381267,19,below high school,female,single,white-collar worker
p042545,A043581,4175902,58,high school,male,married,freelancer
p042546,A043582,4027316,29,bachelor's degree,male,single,8
p042547,A043583,5286314,72,associate degree,female,married,student
p042548,A043584,2367901,41,associate degree,female,2,unemployed
p042549,A043585,5286314,26,associate degree,male,married,business owner
p042550,A043586,4175902,22,associate degree,male,single,student
p042551,A043587,2947806,45,bachelor's degree,female,married,freelancer
p042552,A043588,3581974,68,high school,female,2,8
p042553,A043589,1683509,33,associate degree,male,married,retired
p042554,A043590,3862507,28,graduate degree or higher,female,single,other
p042555,A043591,5286314,56,associate degree,male,married,white-collar worker
p042556,A043592,2486137,19,below high school,female,single,student
p042557,A043593,4027316,38,bachelor's degree,male,2,blue-collar worker
p042558,A043594,3186407,61,high school,female,married,unemployed
p042559,A043595,4175902,25,high school,male,single,9
p042560,A043596,3186407,22,below high school,male,single,unemployed
p042561,A043597,1265934,45,bachelor's degree,female,married,blue-collar worker
p042562,A043598,4528071,67,high school,male,2,9
p042563,A043599,1265934,31,associate degree,female,single,retired
p042564,A043600,2657408,58,graduate degree or higher,female,married,8
p042565,A043601,2947806,19,below high school,male,single,student
p042566,A043602,4381267,38,associate degree,male,married,freelancer
p042567,A043603,2367901,27,high school,female,single,other
p042568,A043604,1683509,50,associate degree,female,2,white-collar worker
p042569,A043605,2793615,72,below high school,male,married,business owner
p042570,A043606,1872056,24,associate degree,female,single,other
p042571,A043607,1527806,67,bachelor's degree,male,2,9
p042572,A043608,2793615,42,associate degree,female,married,blue-collar worker
p042573,A043609,2486137,31,graduate degree or higher,male,married,retired
p042574,A043610,2367901,53,bachelor's degree,female,married,business owner
p042575,A043611,2198345,19,below high school,male,single,unemployed
p042576,A043612,3186407,28,high school,female,single,white-collar worker
p042577,A043613,1398427,61,high school,male,2,student
p042578,A043614,3468205,36,associate degree,female,married,freelancer
p042579,A043615,1398427,45,bachelor's degree,male,married,8
p042580,A043616,4027316,28,associate degree,female,single,other
p042581,A043617,3295718,55,bachelor's degree,male,married,business owner
p042582,A043618,1872056,22,below high school,male,single,white-collar worker
p042583,A043619,5286314,38,associate degree,female,married,retired
p042584,A043620,5039472,72,high school,male,2,student
p042585,A043621,2793615,45,graduate degree or higher,female,married,9
p042586,A043622,2793615,19,below high school,female,single,blue-collar worker
p042587,A043623,3186407,61,associate degree,female,married,unemployed
p042588,A043624,3468205,33,bachelor's degree,male,single,freelancer
p042589,A043625,2367901,50,high school,male,2,8
p042590,A043626,5286314,22,high school,male,single,white-collar worker
p042591,A043627,2947806,58,bachelor's degree,female,married,8
p042592,A043628,5286314,35,associate degree,male,married,retired
p042593,A043629,1872056,67,below high school,female,2,student
p042594,A043630,4693725,29,graduate degree or higher,female,single,9
p042595,A043631,2046713,44,associate degree,male,married,freelancer
p042596,A043632,4871609,19,below high school,female,single,blue-collar worker
p042597,A043633,5039472,52,high school,male,2,unemployed
p042598,A043634,1739462,31,bachelor's degree,female,married,other
p042599,A043635,2046713,75,associate degree,male,2,business owner
p042600,A043640,4381267,22,associate degree,female,single,retired
p042601,A043641,2367901,58,bachelor's degree,male,2,blue-collar worker
p042602,A043642,3295718,35,high school,male,married,other
p042603,A043643,3862507,68,graduate degree or higher,female,married,9
p042604,A043644,1739462,26,below high school,female,single,white-collar worker
p042605,A043645,4528071,45,associate degree,male,married,freelancer
p042606,A043646,4027316,31,bachelor's degree,female,2,8
p042607,A043647,5286314,19,below high school,male,single,student
p042608,A043648,1683509,52,high school,female,married,unemployed
p042609,A043649,4528071,40,associate degree,male,single,business owner
p042610,A043650,1047286,22,below high school,male,single,student
p042611,A043651,2486137,45,associate degree,female,married,white-collar worker
p042612,A043652,2947806,68,high school,male,2,blue-collar worker
p042613,A043653,3295718,31,bachelor's degree,female,married,freelancer
p042614,A043654,2046713,52,graduate degree or higher,male,married,business owner
p042615,A043655,2046713,26,associate degree,female,single,retired
p042616,A043656,5472906,39,associate degree,male,married,unemployed
p042617,A043657,1527806,58,bachelor's degree,female,2,other
p042618,A043658,4693725,19,high school,male,single,8
p042619,A043659,5039472,47,graduate degree or higher,female,married,9
p042620,A043660,1739462,23,below high school,female,single,student
p042621,A043661,1872056,45,bachelor's degree,male,married,8
p042622,A043662,3714628,67,high school,female,2,retired
p042623,A043663,2367901,29,associate degree,male,married,freelancer
p042624,A043664,3071954,19,high school,female,single,white-collar worker
p042625,A043665,5472906,52,graduate degree or higher,male,married,9
p042626,A043666,4871609,31,associate degree,female,single,unemployed
p042627,A043667,2046713,38,high school,male,married,blue-collar worker
p042628,A043668,1398427,61,bachelor's degree,female,2,other
p042629,A043669,3581974,25,associate degree,male,single,business owner
p042630,A043670,2947806,25,associate degree,male,single,other
p042631,A043671,2486137,67,graduate degree or higher,female,married,blue-collar worker
p042632,A043672,3186407,44,bachelor's degree,male,2,9
p042633,A043673,1265934,32,high school,female,married,business owner
p042634,A043674,4175902,19,below high school,male,single,white-collar worker
p042635,A043675,2486137,58,bachelor's degree,female,married,retired
p042636,A043676,3468205,36,associate degree,male,married,unemployed
p042637,A043677,2046713,71,high school,female,2,student
p042638,A043678,4381267,29,associate degree,female,single,freelancer
p042639,A043679,3714628,52,graduate degree or higher,male,married,8
p042640,A043680,3862507,22,associate degree,female,single,white-collar worker
p042641,A043681,1047286,55,bachelor's degree,male,married,other
p042642,A043682,3295718,68,below high school,female,2,9
p042643,A043683,1047286,31,graduate degree or higher,male,single,retired
p042644,A043684,1265934,44,associate degree,female,married,freelancer
p042645,A043685,2793615,19,high school,male,single,student
p042646,A043686,4871609,60,high school,male,married,unemployed
p042647,A043687,2486137,27,bachelor's degree,female,single,8
p042648,A043688,2367901,38,associate degree,female,2,blue-collar worker
p042649,A043689,3862507,50,bachelor's degree,male,married,business owner
p042650,A043690,1527806,22,associate degree,male,single,8
p042651,A043691,3468205,58,bachelor's degree,female,married,freelancer
p042652,A043692,2947806,71,high school,male,2,blue-collar worker
p042653,A043693,3581974,35,associate degree,female,married,retired
p042654,A043694,5039472,45,graduate degree or higher,male,married,other
p042655,A043695,2947806,28,below high school,female,single,white-collar worker
p042656,A043696,1265934,52,associate degree,female,married,unemployed
p042657,A043697,2657408,67,bachelor's degree,male,2,9
p042658,A043698,4693725,31,associate degree,male,single,business owner
p042659,A043699,5039472,19,high school,female,single,student
p042660,A043700,2367901,22,associate degree,female,single,unemployed
p042661,A043701,4871609,47,bachelor's degree,male,married,freelancer
p042662,A043702,5039472,68,high school,female,2,9
p042663,A043703,2046713,31,graduate degree or higher,male,single,white-collar worker
p042664,A043704,1527806,19,below high school,female,single,student
p042665,A043705,2486137,55,associate degree,male,married,other
p042666,A043706,4528071,40,bachelor's degree,female,married,retired
p042667,A043707,4528071,28,associate degree,male,single,business owner
p042668,A043708,2793615,62,high school,female,2,8
p042669,A043709,4027316,35,bachelor's degree,male,married,blue-collar worker
p042670,A043710,2198345,22,below high school,female,single,white-collar worker
p042671,A043711,3186407,45,bachelor's degree,male,married,retired
p042672,A043712,4693725,68,high school,female,2,blue-collar worker
p042673,A043713,3186407,31,associate degree,male,married,other
p042674,A043714,2947806,56,graduate degree or higher,female,married,9
p042675,A043715,3295718,26,associate degree,female,single,freelancer
p042676,A043716,4027316,39,below high school,male,2,student
p042677,A043717,2198345,52,high school,female,married,8
p042678,A043718,4027316,29,bachelor's degree,male,single,business owner
p042679,A043719,1872056,63,associate degree,male,married,unemployed
p042680,A043720,1047286,23,associate degree,female,single,blue-collar worker
p042681,A043721,2793615,67,associate degree,male,married,9
p042682,A043722,2657408,45,graduate degree or higher,female,married,8
p042683,A043723,1265934,31,bachelor's degree,male,single,retired
p042684,A043724,3862507,58,high school,female,2,unemployed
p042685,A043725,1872056,19,below high school,male,single,white-collar worker
p042686,A043726,3581974,72,bachelor's degree,female,married,other
p042687,A043727,3468205,36,associate degree,male,married,freelancer
p042688,A043728,4027316,28,bachelor's degree,female,single,business owner
p042689,A043729,5286314,52,high school,male,2,student
p042690,A043730,4871609,22,associate degree,female,single,white-collar worker
p042691,A043731,1047286,45,bachelor's degree,male,married,retired
p042692,A043732,5286314,67,high school,female,2,8
p042693,A043733,2793615,29,graduate degree or higher,male,single,freelancer
p042694,A043734,2486137,38,associate degree,female,married,other
p042695,A043735,1872056,53,below high school,male,married,student
p042696,A043736,4528071,19,high school,female,single,9
p042697,A043737,5472906,61,bachelor's degree,male,2,unemployed
p042698,A043738,2657408,31,associate degree,female,married,business owner
p042699,A043739,1398427,26,associate degree,male,single,blue-collar worker
p042700,A043744,3186407,67,associate degree,male,married,blue-collar worker
p042701,A043745,1683509,24,associate degree,female,single,business owner
p042702,A043746,2657408,42,bachelor's degree,male,married,other
p042703,A043747,3468205,19,below high school,female,single,white-collar worker
p042704,A043748,3071954,55,high school,female,2,8
p042705,A043749,2486137,31,bachelor's degree,male,married,retired
p042706,A043750,2793615,28,associate degree,female,single,9
p042707,A043751,4871609,47,below high school,male,2,student
p042708,A043752,1398427,60,graduate degree or higher,female,married,freelancer
p042709,A043753,3071954,22,high school,male,single,unemployed
p042710,A043754,3295718,22,associate degree,female,single,student
p042711,A043755,3186407,47,bachelor's degree,male,married,8
p042712,A043756,5039472,68,high school,female,2,other
p042713,A043757,3071954,31,graduate degree or higher,male,single,business owner
p042714,A043758,1265934,55,associate degree,female,married,retired
p042715,A043759,3468205,19,below high school,male,single,blue-collar worker
p042716,A043760,3295718,42,associate degree,female,married,9
p042717,A043761,4528071,60,bachelor's degree,male,married,other
p042718,A043762,5039472,29,high school,female,2,freelancer
p042719,A043763,5039472,36,bachelor's degree,male,married,unemployed
p042720,A043764,4693725,24,associate degree,female,single,white-collar worker
p042721,A043765,4693725,67,associate degree,male,married,8
p042722,A043766,4175902,32,bachelor's degree,female,married,retired
p042723,A043767,1683509,19,below high school,male,single,student
p042724,A043768,1398427,55,graduate degree or higher,female,2,other
p042725,A043769,1398427,42,high school,male,married,freelancer
p042726,A043770,2486137,29,associate degree,female,single,9
p042727,A043771,2486137,71,high school,male,2,unemployed
p042728,A043772,1872056,37,bachelor's degree,female,married,business owner
p042729,A043773,2046713,48,associate degree,male,married,blue-collar worker
p042730,A043774,3186407,28,associate degree,female,single,retired
p042731,A043775,5472906,52,graduate degree or higher,male,married,8
p042732,A043776,3714628,21,high school,male,single,blue-collar worker
p042733,A043777,4871609,45,associate degree,female,married,freelancer
p042734,A043778,1527806,67,below high school,female,2,student
p042735,A043779,4528071,33,bachelor's degree,male,married,other
p042736,A043780,3714628,19,below high school,female,single,white-collar worker
p042737,A043781,1739462,60,graduate degree or higher,male,married,9
p042738,A043782,3862507,38,associate degree,female,2,business owner
p042739,A043783,3186407,25,associate degree,male,single,unemployed
p042740,A043784,1872056,28,associate degree,female,single,other
p042741,A043785,5039472,55,bachelor's degree,male,married,blue-collar worker
p042742,A043786,1683509,22,high school,male,single,9
p042743,A043787,2198345,67,associate degree,female,2,business owner
p042744,A043788,4693725,40,graduate degree or higher,female,married,retired
p042745,A043789,3186407,19,below high school,male,single,student
p042746,A043790,4027316,33,associate degree,female,married,white-collar worker
p042747,A043791,3071954,48,bachelor's degree,male,married,8
p042748,A043792,1739462,61,high school,female,2,unemployed
p042749,A043793,3186407,25,associate degree,male,single,freelancer
p042750,A043794,3468205,32,associate degree,female,married,other
p042751,A043795,5286314,67,graduate degree or higher,male,2,9
p042752,A043796,4693725,23,associate degree,male,single,blue-collar worker
p042753,A043797,3581974,45,bachelor's degree,female,married,retired
p042754,A043798,2657408,19,high school,female,single,white-collar worker
p042755,A043799,3581974,58,bachelor's degree,male,married,business owner
p042756,A043800,2486137,28,associate degree,female,single,unemployed
p042757,A043801,3862507,36,high school,male,married,student
p042758,A043802,3714628,72,associate degree,female,2,8
p042759,A043803,3468205,41,graduate degree or higher,female,married,freelancer
p042760,A043804,5286314,22,associate degree,female,single,retired
p042761,A043805,2486137,67,high school,male,married,8
p042762,A043806,2046713,35,bachelor's degree,female,married,freelancer
p042763,A043807,2198345,44,graduate degree or higher,male,2,other
p042764,A043808,5039472,19,below high school,female,single,student
p042765,A043809,1739462,58,associate degree,female,married,unemployed
p042766,A043810,2198345,31,high school,male,married,blue-collar worker
p042767,A043811,2486137,50,bachelor's degree,male,married,business owner
p042768,A043812,2367901,27,associate degree,female,single,9
p042769,A043813,3295718,73,below high school,male,2,8
p042770,A043814,5472906,22,high school,female,single,white-collar worker
p042771,A043815,4381267,45,bachelor's degree,male,married,retired
p042772,A043816,3714628,68,associate degree,female,2,8
p042773,A043817,3186407,31,graduate degree or higher,male,married,other
p042774,A043818,3295718,19,below high school,male,single,student
p042775,A043819,1265934,52,associate degree,female,married,freelancer
p042776,A043820,5039472,27,high school,female,single,9
p042777,A043821,2198345,38,bachelor's degree,male,married,business owner
p042778,A043822,4528071,61,below high school,female,2,unemployed
p042779,A043823,1265934,24,associate degree,female,single,blue-collar worker
p042780,A043824,4693725,24,associate degree,male,single,unemployed
p042781,A043825,5039472,68,high school,female,married,8
p042782,A043826,3295718,35,bachelor's degree,male,married,freelancer
p042783,A043827,5039472,42,associate degree,female,2,white-collar worker
p042784,A043828,3714628,56,graduate degree or higher,female,married,retired
p042785,A043829,2046713,29,below high school,female,single,9
p042786,A043830,2046713,31,high school,male,single,student
p042787,A043831,1047286,47,associate degree,male,married,other
p042788,A043832,2486137,22,associate degree,male,single,business owner
p042789,A043833,3295718,60,bachelor's degree,female,married,blue-collar worker
p042790,A043834,2367901,22,associate degree,female,single,white-collar worker
p042791,A043835,4528071,45,bachelor's degree,male,married,other
p042792,A043836,2046713,67,associate degree,female,2,9
